,Date,State Name,Vegetable Name,Wholesale Price,Retail Price,Shopping Mall Price,Units,Vegetable Image
1,2024-05-17,Maharashtra,Onion Small,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-05-17,Maharashtra,Tomato,20,23 - 25,24 - 33,1kg,resource/images/vegetables/tomato-64.png
3,2024-05-17,Maharashtra,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
4,2024-05-17,Maharashtra,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
5,2024-05-17,Maharashtra,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
6,2024-05-17,Maharashtra,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
7,2024-05-17,Maharashtra,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-05-17,Maharashtra,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
9,2024-05-17,Maharashtra,Ash gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-05-17,Maharashtra,Baby Corn,58,67 - 74,70 - 96,1kg,resource/images/vegetables/babycorn-64.png
11,2024-05-17,Maharashtra,Banana Flower,18,21 - 23,22 - 30,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-05-17,Maharashtra,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
13,2024-05-17,Maharashtra,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-05-17,Maharashtra,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-05-17,Maharashtra,Butter Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-05-17,Maharashtra,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-05-17,Maharashtra,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
18,2024-05-17,Maharashtra,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
19,2024-05-17,Maharashtra,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-05-17,Maharashtra,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-05-17,Maharashtra,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
22,2024-05-17,Maharashtra,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-05-17,Maharashtra,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
24,2024-05-17,Maharashtra,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-05-17,Maharashtra,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
26,2024-05-17,Maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
27,2024-05-17,Maharashtra,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-05-17,Maharashtra,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-05-17,Maharashtra,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-05-17,Maharashtra,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
31,2024-05-17,Maharashtra,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-05-17,Maharashtra,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-05-17,Maharashtra,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-05-17,Maharashtra,French Beans,175,201 - 222,210 - 289,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-05-17,Maharashtra,Garlic,269,309 - 342,323 - 444,1kg,resource/images/vegetables/garlic-64.png
36,2024-05-17,Maharashtra,Ginger,138,159 - 175,166 - 228,1kg,resource/images/vegetables/ginger-64.png
37,2024-05-17,Maharashtra,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-05-17,Maharashtra,Green Peas,41,47 - 52,49 - 68,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-05-17,Maharashtra,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-05-17,Maharashtra,Lemon (Lime),99,114 - 126,119 - 163,1kg,resource/images/vegetables/lemon-64.png
41,2024-05-17,Maharashtra,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-05-17,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-05-17,Maharashtra,Mushroom,81,93 - 103,97 - 134,1kg,resource/images/vegetables/mushroom-64.png
44,2024-05-17,Maharashtra,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-05-17,Maharashtra,Ladies Finger,45,52 - 57,54 - 74,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-05-17,Maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-05-17,Maharashtra,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
48,2024-05-17,Maharashtra,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-05-17,Maharashtra,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,resource/images/vegetables/shallot-64.png
50,2024-05-17,Maharashtra,Snake Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-05-17,Maharashtra,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-05-17,Maharashtra,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
53,2024-05-17,Maharashtra,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-05-18,Maharashtra,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
1,2024-05-18,Maharashtra,Onion Small,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-05-18,Maharashtra,Tomato,20,23 - 25,24 - 33,1kg,resource/images/vegetables/tomato-64.png
3,2024-05-18,Maharashtra,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
4,2024-05-18,Maharashtra,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
5,2024-05-18,Maharashtra,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
6,2024-05-18,Maharashtra,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
7,2024-05-18,Maharashtra,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-05-18,Maharashtra,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
9,2024-05-18,Maharashtra,Ash gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-05-18,Maharashtra,Baby Corn,58,67 - 74,70 - 96,1kg,resource/images/vegetables/babycorn-64.png
11,2024-05-18,Maharashtra,Banana Flower,18,21 - 23,22 - 30,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-05-18,Maharashtra,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
13,2024-05-18,Maharashtra,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-05-18,Maharashtra,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-05-18,Maharashtra,Butter Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-05-18,Maharashtra,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-05-18,Maharashtra,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
18,2024-05-18,Maharashtra,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
19,2024-05-18,Maharashtra,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-05-18,Maharashtra,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-05-18,Maharashtra,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
22,2024-05-18,Maharashtra,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-05-18,Maharashtra,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
24,2024-05-18,Maharashtra,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-05-18,Maharashtra,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
26,2024-05-18,Maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
27,2024-05-18,Maharashtra,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-05-18,Maharashtra,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-05-18,Maharashtra,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-05-18,Maharashtra,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
31,2024-05-18,Maharashtra,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-05-18,Maharashtra,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-05-18,Maharashtra,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-05-18,Maharashtra,French Beans,175,201 - 222,210 - 289,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-05-18,Maharashtra,Garlic,269,309 - 342,323 - 444,1kg,resource/images/vegetables/garlic-64.png
36,2024-05-18,Maharashtra,Ginger,138,159 - 175,166 - 228,1kg,resource/images/vegetables/ginger-64.png
37,2024-05-18,Maharashtra,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-05-18,Maharashtra,Green Peas,41,47 - 52,49 - 68,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-05-18,Maharashtra,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-05-18,Maharashtra,Lemon (Lime),99,114 - 126,119 - 163,1kg,resource/images/vegetables/lemon-64.png
41,2024-05-18,Maharashtra,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-05-18,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-05-18,Maharashtra,Mushroom,81,93 - 103,97 - 134,1kg,resource/images/vegetables/mushroom-64.png
44,2024-05-18,Maharashtra,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-05-18,Maharashtra,Ladies Finger,45,52 - 57,54 - 74,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-05-18,Maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-05-18,Maharashtra,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
48,2024-05-18,Maharashtra,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-05-18,Maharashtra,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,resource/images/vegetables/shallot-64.png
50,2024-05-18,Maharashtra,Snake Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-05-18,Maharashtra,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-05-18,Maharashtra,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
53,2024-05-18,Maharashtra,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-05-19,Maharashtra,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
1,2024-05-19,Maharashtra,Onion Small,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-05-19,Maharashtra,Tomato,20,23 - 25,24 - 33,1kg,resource/images/vegetables/tomato-64.png
3,2024-05-19,Maharashtra,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
4,2024-05-19,Maharashtra,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
5,2024-05-19,Maharashtra,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
6,2024-05-19,Maharashtra,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
7,2024-05-19,Maharashtra,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-05-19,Maharashtra,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
9,2024-05-19,Maharashtra,Ash gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-05-19,Maharashtra,Baby Corn,58,67 - 74,70 - 96,1kg,resource/images/vegetables/babycorn-64.png
11,2024-05-19,Maharashtra,Banana Flower,18,21 - 23,22 - 30,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-05-19,Maharashtra,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
13,2024-05-19,Maharashtra,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-05-19,Maharashtra,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-05-19,Maharashtra,Butter Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-05-19,Maharashtra,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-05-19,Maharashtra,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
18,2024-05-19,Maharashtra,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
19,2024-05-19,Maharashtra,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-05-19,Maharashtra,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-05-19,Maharashtra,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
22,2024-05-19,Maharashtra,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-05-19,Maharashtra,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
24,2024-05-19,Maharashtra,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-05-19,Maharashtra,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
26,2024-05-19,Maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
27,2024-05-19,Maharashtra,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-05-19,Maharashtra,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-05-19,Maharashtra,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-05-19,Maharashtra,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
31,2024-05-19,Maharashtra,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-05-19,Maharashtra,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-05-19,Maharashtra,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-05-19,Maharashtra,French Beans,175,201 - 222,210 - 289,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-05-19,Maharashtra,Garlic,269,309 - 342,323 - 444,1kg,resource/images/vegetables/garlic-64.png
36,2024-05-19,Maharashtra,Ginger,138,159 - 175,166 - 228,1kg,resource/images/vegetables/ginger-64.png
37,2024-05-19,Maharashtra,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-05-19,Maharashtra,Green Peas,41,47 - 52,49 - 68,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-05-19,Maharashtra,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-05-19,Maharashtra,Lemon (Lime),99,114 - 126,119 - 163,1kg,resource/images/vegetables/lemon-64.png
41,2024-05-19,Maharashtra,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-05-19,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-05-19,Maharashtra,Mushroom,81,93 - 103,97 - 134,1kg,resource/images/vegetables/mushroom-64.png
44,2024-05-19,Maharashtra,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-05-19,Maharashtra,Ladies Finger,45,52 - 57,54 - 74,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-05-19,Maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-05-19,Maharashtra,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
48,2024-05-19,Maharashtra,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-05-19,Maharashtra,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,resource/images/vegetables/shallot-64.png
50,2024-05-19,Maharashtra,Snake Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-05-19,Maharashtra,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-05-19,Maharashtra,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
53,2024-05-19,Maharashtra,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-05-20,Maharashtra,Onion Big,23,26 - 29,28 - 38,1kg,resource/images/vegetables/onionbig-64.png
1,2024-05-20,Maharashtra,Onion Small,32,37 - 41,38 - 53,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-05-20,Maharashtra,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
3,2024-05-20,Maharashtra,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
4,2024-05-20,Maharashtra,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
5,2024-05-20,Maharashtra,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
6,2024-05-20,Maharashtra,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
7,2024-05-20,Maharashtra,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-05-20,Maharashtra,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
9,2024-05-20,Maharashtra,Ash gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-05-20,Maharashtra,Baby Corn,62,71 - 79,74 - 102,1kg,resource/images/vegetables/babycorn-64.png
11,2024-05-20,Maharashtra,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-05-20,Maharashtra,Capsicum,49,56 - 62,59 - 81,1kg,resource/images/vegetables/capsicum-64.png
13,2024-05-20,Maharashtra,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-05-20,Maharashtra,Bottle Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-05-20,Maharashtra,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-05-20,Maharashtra,Broad Beans,70,81 - 89,84 - 116,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-05-20,Maharashtra,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
18,2024-05-20,Maharashtra,Carrot,42,48 - 53,50 - 69,1kg,resource/images/vegetables/carrot-64.png
19,2024-05-20,Maharashtra,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-05-20,Maharashtra,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-05-20,Maharashtra,Coconut,35,40 - 44,42 - 58,1kg,resource/images/vegetables/coconut-64.png
22,2024-05-20,Maharashtra,Colocasia Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-05-20,Maharashtra,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
24,2024-05-20,Maharashtra,Coriander Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-05-20,Maharashtra,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
26,2024-05-20,Maharashtra,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
27,2024-05-20,Maharashtra,Curry Leaves,25,29 - 32,30 - 41,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-05-20,Maharashtra,Dill Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-05-20,Maharashtra,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-05-20,Maharashtra,Brinjal,35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjal-64.png
31,2024-05-20,Maharashtra,Brinjal (Big),34,39 - 43,41 - 56,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-05-20,Maharashtra,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-05-20,Maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-05-20,Maharashtra,French Beans,174,200 - 221,209 - 287,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-05-20,Maharashtra,Garlic,264,304 - 335,317 - 436,1kg,resource/images/vegetables/garlic-64.png
36,2024-05-20,Maharashtra,Ginger,131,151 - 166,157 - 216,1kg,resource/images/vegetables/ginger-64.png
37,2024-05-20,Maharashtra,Onion Green,46,53 - 58,55 - 76,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-05-20,Maharashtra,Green Peas,50,58 - 64,60 - 83,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-05-20,Maharashtra,Ivy Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-05-20,Maharashtra,Lemon (Lime),97,112 - 123,116 - 160,1kg,resource/images/vegetables/lemon-64.png
41,2024-05-20,Maharashtra,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-05-20,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-05-20,Maharashtra,Mushroom,73,84 - 93,88 - 120,1kg,resource/images/vegetables/mushroom-64.png
44,2024-05-20,Maharashtra,Mustard Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-05-20,Maharashtra,Ladies Finger,40,46 - 51,48 - 66,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-05-20,Maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-05-20,Maharashtra,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
48,2024-05-20,Maharashtra,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-05-20,Maharashtra,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,resource/images/vegetables/shallot-64.png
50,2024-05-20,Maharashtra,Snake Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-05-20,Maharashtra,Sorrel Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-05-20,Maharashtra,Spinach,14,16 - 18,17 - 23,1kg,resource/images/vegetables/spinach-64.png
53,2024-05-20,Maharashtra,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-05-21,Maharashtra,Onion Big,23,26 - 29,28 - 38,1kg,resource/images/vegetables/onionbig-64.png
1,2024-05-21,Maharashtra,Onion Small,32,37 - 41,38 - 53,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-05-21,Maharashtra,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
3,2024-05-21,Maharashtra,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
4,2024-05-21,Maharashtra,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
5,2024-05-21,Maharashtra,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
6,2024-05-21,Maharashtra,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
7,2024-05-21,Maharashtra,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-05-21,Maharashtra,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
9,2024-05-21,Maharashtra,Ash gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-05-21,Maharashtra,Baby Corn,62,71 - 79,74 - 102,1kg,resource/images/vegetables/babycorn-64.png
11,2024-05-21,Maharashtra,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-05-21,Maharashtra,Capsicum,49,56 - 62,59 - 81,1kg,resource/images/vegetables/capsicum-64.png
13,2024-05-21,Maharashtra,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
