,Date,State Name,Vegetable Name,Wholesale Price,Retail Price,Shopping Mall Price,Units,Vegetable Image
14,2024-06-18,Maharashtra,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-06-18,Maharashtra,Butter Beans,49,56 - 62,59 - 81,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-06-18,Maharashtra,Broad Beans,71,82 - 90,85 - 117,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-06-18,Maharashtra,Cabbage,34,39 - 43,41 - 56,1kg,resource/images/vegetables/cabbage-64.png
18,2024-06-18,Maharashtra,Carrot,48,55 - 61,58 - 79,1kg,resource/images/vegetables/carrot-64.png
19,2024-06-18,Maharashtra,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-06-18,Maharashtra,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-06-18,Maharashtra,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
22,2024-06-18,Maharashtra,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-06-18,Maharashtra,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
24,2024-06-18,Maharashtra,Coriander Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-06-18,Maharashtra,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
26,2024-06-18,Maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
27,2024-06-18,Maharashtra,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-06-18,Maharashtra,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-06-18,Maharashtra,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-06-18,Maharashtra,Brinjal,35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjal-64.png
31,2024-06-18,Maharashtra,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-06-18,Maharashtra,Elephant Yam,35,40 - 44,42 - 58,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-06-18,Maharashtra,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-06-18,Maharashtra,French Beans,109,125 - 138,131 - 180,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-06-18,Maharashtra,Garlic,248,285 - 315,298 - 409,1kg,resource/images/vegetables/garlic-64.png
36,2024-06-18,Maharashtra,Ginger,129,148 - 164,155 - 213,1kg,resource/images/vegetables/ginger-64.png
37,2024-06-18,Maharashtra,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-06-18,Maharashtra,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-06-18,Maharashtra,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-06-18,Maharashtra,Lemon (Lime),94,108 - 119,113 - 155,1kg,resource/images/vegetables/lemon-64.png
41,2024-06-18,Maharashtra,Mango Raw,40,46 - 51,48 - 66,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-06-18,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-06-18,Maharashtra,Mushroom,75,86 - 95,90 - 124,1kg,resource/images/vegetables/mushroom-64.png
44,2024-06-18,Maharashtra,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-06-18,Maharashtra,Ladies Finger,43,49 - 55,52 - 71,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-06-18,Maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-06-18,Maharashtra,Radish,38,44 - 48,46 - 63,1kg,resource/images/vegetables/radish-64.png
48,2024-06-18,Maharashtra,Ridge Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-06-18,Maharashtra,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,resource/images/vegetables/shallot-64.png
50,2024-06-18,Maharashtra,Snake Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-06-18,Maharashtra,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-06-18,Maharashtra,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
53,2024-06-18,Maharashtra,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-06-19,Maharashtra,Onion Big,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionbig-64.png
1,2024-06-19,Maharashtra,Onion Small,58,67 - 74,70 - 96,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-06-19,Maharashtra,Tomato,44,51 - 56,53 - 73,1kg,resource/images/vegetables/tomato-64.png
3,2024-06-19,Maharashtra,Green Chilli,64,74 - 81,77 - 106,1kg,resource/images/vegetables/greenchili-64.png
4,2024-06-19,Maharashtra,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
5,2024-06-19,Maharashtra,Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/potato-64.png
6,2024-06-19,Maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
7,2024-06-19,Maharashtra,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-06-19,Maharashtra,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
9,2024-06-19,Maharashtra,Ash gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-06-19,Maharashtra,Baby Corn,47,54 - 60,56 - 78,1kg,resource/images/vegetables/babycorn-64.png
11,2024-06-19,Maharashtra,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-06-19,Maharashtra,Capsicum,45,52 - 57,54 - 74,1kg,resource/images/vegetables/capsicum-64.png
13,2024-06-19,Maharashtra,Bitter Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-06-19,Maharashtra,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-06-19,Maharashtra,Butter Beans,49,56 - 62,59 - 81,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-06-19,Maharashtra,Broad Beans,71,82 - 90,85 - 117,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-06-19,Maharashtra,Cabbage,34,39 - 43,41 - 56,1kg,resource/images/vegetables/cabbage-64.png
18,2024-06-19,Maharashtra,Carrot,48,55 - 61,58 - 79,1kg,resource/images/vegetables/carrot-64.png
19,2024-06-19,Maharashtra,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-06-19,Maharashtra,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-06-19,Maharashtra,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
22,2024-06-19,Maharashtra,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-06-19,Maharashtra,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
24,2024-06-19,Maharashtra,Coriander Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-06-19,Maharashtra,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
26,2024-06-19,Maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
27,2024-06-19,Maharashtra,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-06-19,Maharashtra,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-06-19,Maharashtra,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-06-19,Maharashtra,Brinjal,35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjal-64.png
31,2024-06-19,Maharashtra,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-06-19,Maharashtra,Elephant Yam,35,40 - 44,42 - 58,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-06-19,Maharashtra,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-06-19,Maharashtra,French Beans,109,125 - 138,131 - 180,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-06-19,Maharashtra,Garlic,248,285 - 315,298 - 409,1kg,resource/images/vegetables/garlic-64.png
36,2024-06-19,Maharashtra,Ginger,129,148 - 164,155 - 213,1kg,resource/images/vegetables/ginger-64.png
37,2024-06-19,Maharashtra,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-06-19,Maharashtra,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-06-19,Maharashtra,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-06-19,Maharashtra,Lemon (Lime),94,108 - 119,113 - 155,1kg,resource/images/vegetables/lemon-64.png
41,2024-06-19,Maharashtra,Mango Raw,40,46 - 51,48 - 66,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-06-19,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-06-19,Maharashtra,Mushroom,75,86 - 95,90 - 124,1kg,resource/images/vegetables/mushroom-64.png
44,2024-06-19,Maharashtra,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-06-19,Maharashtra,Ladies Finger,43,49 - 55,52 - 71,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-06-19,Maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-06-19,Maharashtra,Radish,38,44 - 48,46 - 63,1kg,resource/images/vegetables/radish-64.png
48,2024-06-19,Maharashtra,Ridge Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-06-19,Maharashtra,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,resource/images/vegetables/shallot-64.png
50,2024-06-19,Maharashtra,Snake Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-06-19,Maharashtra,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-06-19,Maharashtra,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
53,2024-06-19,Maharashtra,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-06-20,Maharashtra,Onion Big,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionbig-64.png
1,2024-06-20,Maharashtra,Onion Small,58,67 - 74,70 - 96,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-06-20,Maharashtra,Tomato,44,51 - 56,53 - 73,1kg,resource/images/vegetables/tomato-64.png
3,2024-06-20,Maharashtra,Green Chilli,64,74 - 81,77 - 106,1kg,resource/images/vegetables/greenchili-64.png
4,2024-06-20,Maharashtra,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
5,2024-06-20,Maharashtra,Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/potato-64.png
6,2024-06-20,Maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
7,2024-06-20,Maharashtra,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-06-20,Maharashtra,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
9,2024-06-20,Maharashtra,Ash gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-06-20,Maharashtra,Baby Corn,47,54 - 60,56 - 78,1kg,resource/images/vegetables/babycorn-64.png
11,2024-06-20,Maharashtra,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-06-20,Maharashtra,Capsicum,45,52 - 57,54 - 74,1kg,resource/images/vegetables/capsicum-64.png
13,2024-06-20,Maharashtra,Bitter Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-06-20,Maharashtra,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-06-20,Maharashtra,Butter Beans,49,56 - 62,59 - 81,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-06-20,Maharashtra,Broad Beans,71,82 - 90,85 - 117,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-06-20,Maharashtra,Cabbage,34,39 - 43,41 - 56,1kg,resource/images/vegetables/cabbage-64.png
18,2024-06-20,Maharashtra,Carrot,48,55 - 61,58 - 79,1kg,resource/images/vegetables/carrot-64.png
19,2024-06-20,Maharashtra,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-06-20,Maharashtra,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-06-20,Maharashtra,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
22,2024-06-20,Maharashtra,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-06-20,Maharashtra,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
24,2024-06-20,Maharashtra,Coriander Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-06-20,Maharashtra,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
26,2024-06-20,Maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
27,2024-06-20,Maharashtra,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-06-20,Maharashtra,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-06-20,Maharashtra,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-06-20,Maharashtra,Brinjal,35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjal-64.png
31,2024-06-20,Maharashtra,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-06-20,Maharashtra,Elephant Yam,35,40 - 44,42 - 58,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-06-20,Maharashtra,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-06-20,Maharashtra,French Beans,109,125 - 138,131 - 180,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-06-20,Maharashtra,Garlic,248,285 - 315,298 - 409,1kg,resource/images/vegetables/garlic-64.png
36,2024-06-20,Maharashtra,Ginger,129,148 - 164,155 - 213,1kg,resource/images/vegetables/ginger-64.png
37,2024-06-20,Maharashtra,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-06-20,Maharashtra,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-06-20,Maharashtra,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-06-20,Maharashtra,Lemon (Lime),94,108 - 119,113 - 155,1kg,resource/images/vegetables/lemon-64.png
41,2024-06-20,Maharashtra,Mango Raw,40,46 - 51,48 - 66,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-06-20,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-06-20,Maharashtra,Mushroom,75,86 - 95,90 - 124,1kg,resource/images/vegetables/mushroom-64.png
44,2024-06-20,Maharashtra,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-06-20,Maharashtra,Ladies Finger,43,49 - 55,52 - 71,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-06-20,Maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-06-20,Maharashtra,Radish,38,44 - 48,46 - 63,1kg,resource/images/vegetables/radish-64.png
48,2024-06-20,Maharashtra,Ridge Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-06-20,Maharashtra,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,resource/images/vegetables/shallot-64.png
50,2024-06-20,Maharashtra,Snake Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-06-20,Maharashtra,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-06-20,Maharashtra,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
53,2024-06-20,Maharashtra,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-06-21,Maharashtra,Onion Big,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionbig-64.png
1,2024-06-21,Maharashtra,Onion Small,57,66 - 72,68 - 94,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-06-21,Maharashtra,Tomato,49,56 - 62,59 - 81,1kg,resource/images/vegetables/tomato-64.png
3,2024-06-21,Maharashtra,Green Chilli,65,75 - 83,78 - 107,1kg,resource/images/vegetables/greenchili-64.png
4,2024-06-21,Maharashtra,Beetroot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/beetroot-64.png
5,2024-06-21,Maharashtra,Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/potato-64.png
6,2024-06-21,Maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
7,2024-06-21,Maharashtra,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-06-21,Maharashtra,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
9,2024-06-21,Maharashtra,Ash gourd,17,20 - 22,20 - 28,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-06-21,Maharashtra,Baby Corn,49,56 - 62,59 - 81,1kg,resource/images/vegetables/babycorn-64.png
11,2024-06-21,Maharashtra,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-06-21,Maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,resource/images/vegetables/capsicum-64.png
13,2024-06-21,Maharashtra,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-06-21,Maharashtra,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-06-21,Maharashtra,Butter Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-06-21,Maharashtra,Broad Beans,73,84 - 93,88 - 120,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-06-21,Maharashtra,Cabbage,33,38 - 42,40 - 54,1kg,resource/images/vegetables/cabbage-64.png
18,2024-06-21,Maharashtra,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
19,2024-06-21,Maharashtra,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-06-21,Maharashtra,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-06-21,Maharashtra,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
22,2024-06-21,Maharashtra,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-06-21,Maharashtra,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
24,2024-06-21,Maharashtra,Coriander Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-06-21,Maharashtra,Corn,35,40 - 44,42 - 58,1kg,resource/images/vegetables/corn-64.png
26,2024-06-21,Maharashtra,Cucumber,29,33 - 37,35 - 48,1kg,resource/images/vegetables/cucumber-64.png
27,2024-06-21,Maharashtra,Curry Leaves,26,30 - 33,31 - 43,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-06-21,Maharashtra,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-06-21,Maharashtra,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-06-21,Maharashtra,Brinjal,32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjal-64.png
31,2024-06-21,Maharashtra,Brinjal (Big),31,36 - 39,37 - 51,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-06-21,Maharashtra,Elephant Yam,39,45 - 50,47 - 64,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-06-21,Maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-06-21,Maharashtra,French Beans,119,137 - 151,143 - 196,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-06-21,Maharashtra,Garlic,230,265 - 292,276 - 380,1kg,resource/images/vegetables/garlic-64.png
36,2024-06-21,Maharashtra,Ginger,122,140 - 155,146 - 201,1kg,resource/images/vegetables/ginger-64.png
37,2024-06-21,Maharashtra,Onion Green,41,47 - 52,49 - 68,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-06-21,Maharashtra,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-06-21,Maharashtra,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-06-21,Maharashtra,Lemon (Lime),106,122 - 135,127 - 175,1kg,resource/images/vegetables/lemon-64.png
41,2024-06-21,Maharashtra,Mango Raw,35,40 - 44,42 - 58,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-06-21,Maharashtra,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-06-21,Maharashtra,Mushroom,89,102 - 113,107 - 147,1kg,resource/images/vegetables/mushroom-64.png
44,2024-06-21,Maharashtra,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-06-21,Maharashtra,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-06-21,Maharashtra,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-06-21,Maharashtra,Radish,33,38 - 42,40 - 54,1kg,resource/images/vegetables/radish-64.png
48,2024-06-21,Maharashtra,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-06-21,Maharashtra,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,resource/images/vegetables/shallot-64.png
50,2024-06-21,Maharashtra,Snake Gourd,40,46 - 51,48 - 66,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-06-21,Maharashtra,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-06-21,Maharashtra,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
53,2024-06-21,Maharashtra,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-06-22,Maharashtra,Onion Big,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionbig-64.png
1,2024-06-22,Maharashtra,Onion Small,57,66 - 72,68 - 94,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-06-22,Maharashtra,Tomato,49,56 - 62,59 - 81,1kg,resource/images/vegetables/tomato-64.png
3,2024-06-22,Maharashtra,Green Chilli,65,75 - 83,78 - 107,1kg,resource/images/vegetables/greenchili-64.png
4,2024-06-22,Maharashtra,Beetroot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/beetroot-64.png
5,2024-06-22,Maharashtra,Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/potato-64.png
6,2024-06-22,Maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
7,2024-06-22,Maharashtra,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-06-22,Maharashtra,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
9,2024-06-22,Maharashtra,Ash gourd,17,20 - 22,20 - 28,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-06-22,Maharashtra,Baby Corn,49,56 - 62,59 - 81,1kg,resource/images/vegetables/babycorn-64.png
11,2024-06-22,Maharashtra,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-06-22,Maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,resource/images/vegetables/capsicum-64.png
13,2024-06-22,Maharashtra,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-06-22,Maharashtra,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-06-22,Maharashtra,Butter Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-06-22,Maharashtra,Broad Beans,73,84 - 93,88 - 120,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-06-22,Maharashtra,Cabbage,33,38 - 42,40 - 54,1kg,resource/images/vegetables/cabbage-64.png
18,2024-06-22,Maharashtra,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
19,2024-06-22,Maharashtra,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-06-22,Maharashtra,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-06-22,Maharashtra,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
22,2024-06-22,Maharashtra,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-06-22,Maharashtra,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
24,2024-06-22,Maharashtra,Coriander Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-06-22,Maharashtra,Corn,35,40 - 44,42 - 58,1kg,resource/images/vegetables/corn-64.png
26,2024-06-22,Maharashtra,Cucumber,29,33 - 37,35 - 48,1kg,resource/images/vegetables/cucumber-64.png
